"line","replicate","type","block","date_start","date_emerging","hour_emerging","total_hours","lowbound","upbound","dispersal_status","nb_egg","species"
"81a",1,"F",4,"2021-06-16","2021-06-29",9,312,11,13,"null_disp",22,"principium"
"81a",2,"F",4,"2021-06-16","2021-06-29",9,312,11,13,"null_disp",4,"principium"
"81a",3,"F",4,"2021-06-16","2021-06-29",16,319,11,13,"null_disp",4,"principium"
"81a",4,"F",4,"2021-06-16","2021-06-28",9,288,10,12,"null_disp",13,"principium"
"81a",5,"F",4,"2021-06-16","2021-06-28",16,295,10,12,"null_disp",16,"principium"
"81a",6,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"principium"
"81a",7,"D",4,"2021-06-16","2021-07-01",16,367,13,15,"no_disp",1,"principium"
"81a",8,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"principium"
"81a",9,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",37,"principium"
"81a",10,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"principium"
"81a",11,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",18,"principium"
"81a",12,"D",4,"2021-06-16","2021-06-29",12,315,11,13,"no_disp",10,"principium"
"81a",13,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",14,"principium"
"81a",14,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",46,"principium"
"81a",15,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",9,"principium"
"81a",16,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",23,"principium"
"81a",17,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"principium"
"81a",18,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"principium"
"81a",19,"F",4,"2021-06-16","2021-06-29",9,312,11,13,"null_disp",22,"principium"
"81a",20,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"principium"
"81a",21,"F",4,"2021-06-16","2021-06-29",9,312,11,13,"null_disp",43,"principium"
"81a",22,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"principium"
"81a",23,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",46,"principium"
"81a",24,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"principium"
"81a",25,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",36,"principium"
"81a",26,"D",4,"2021-06-16","2021-06-30",9,336,12,14,"yes_disp",24,"principium"
"81a",27,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",16,"principium"
"81a",28,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"yes_disp",5,"principium"
"81a",29,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",34,"principium"
"81a",30,"D",4,"2021-06-16","2021-06-28",16,295,10,12,"no_disp",52,"principium"
"81a",31,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",20,"principium"
"81a",32,"D",4,"2021-06-16","2021-06-29",16,319,11,13,"no_disp",3,"principium"
"BIO-XA",1,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"evanescens"
"BIO-XA",2,"F",4,"2021-06-16","2021-06-29",9,312,11,13,"null_disp",14,"evanescens"
"BIO-XA",3,"F",4,"2021-06-16","2021-06-29",9,312,11,13,"null_disp",33,"evanescens"
"BIO-XA",4,"F",4,"2021-06-16","2021-06-29",9,312,11,13,"null_disp",25,"evanescens"
"BIO-XA",7,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"BIO-XA",8,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",8,"evanescens"
"BIO-XA",9,"D",4,"2021-06-16","2021-06-30",9,336,12,14,"no_disp",32,"evanescens"
"BIO-XA",10,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",19,"evanescens"
"BIO-XA",11,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"BIO-XA",12,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",10,"evanescens"
"BIO-XA",13,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"BIO-XA",14,"D",4,"2021-06-16","2021-06-30",9,336,12,14,"no_disp",17,"evanescens"
"BIO-XE",1,"F",3,"2021-06-08","2021-06-23",9,360,13,15,"null_disp",15,"evanescens"
"BIO-XE",2,"F",3,"2021-06-08","2021-06-23",12,363,13,15,"null_disp",1,"evanescens"
"BIO-XE",3,"F",3,"2021-06-08",NA,NA,NA,NA,NA,"null_disp",0,"evanescens"
"BIO-XE",4,"F",3,"2021-06-08","2021-06-22",9,336,12,14,"null_disp",19,"evanescens"
"BIO-XE",5,"F",3,"2021-06-08","2021-06-22",12,339,12,14,"null_disp",19,"evanescens"
"BIO-XE",6,"F",3,"2021-06-08","2021-06-22",9,336,12,14,"null_disp",30,"evanescens"
"BIO-XE",7,"F",3,"2021-06-08","2021-06-22",9,336,12,14,"null_disp",19,"evanescens"
"BIO-XE",8,"F",3,"2021-06-08",NA,NA,NA,NA,NA,"null_disp",0,"evanescens"
"BIO-XE",9,"F",3,"2021-06-08",NA,NA,NA,NA,NA,"null_disp",0,"evanescens"
"BIO-XE",10,"F",3,"2021-06-08","2021-06-21",12,315,11,13,"null_disp",16,"evanescens"
"BIO-XE",11,"F",3,"2021-06-08","2021-06-22",9,336,12,14,"null_disp",27,"evanescens"
"BIO-XE",12,"F",3,"2021-06-08","2021-06-21",9,312,11,13,"null_disp",16,"evanescens"
"BIO-XE",13,"D",3,"2021-06-08","2021-06-21",9,312,11,13,"no_disp",25,"evanescens"
"BIO-XE",14,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"BIO-XE",15,"D",3,"2021-06-08","2021-06-22",9,336,12,14,"no_disp",21,"evanescens"
"BIO-XE",16,"D",3,"2021-06-08","2021-06-22",9,336,12,14,"no_disp",19,"evanescens"
"BIO-XE",17,"D",3,"2021-06-08","2021-06-21",9,312,11,13,"no_disp",2,"evanescens"
"BIO-XE",18,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"BIO-XE",19,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",1,"evanescens"
"BIO-XE",20,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"BIO-XE",21,"D",3,"2021-06-08","2021-06-22",9,336,12,14,"no_disp",22,"evanescens"
"BIO-XE",22,"D",3,"2021-06-08","2021-06-22",9,336,12,14,"no_disp",17,"evanescens"
"BIO-XE",23,"D",3,"2021-06-08","2021-06-20",12,291,10,12,"yes_disp",27,"evanescens"
"BIO-XE",24,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"BIO-XE",25,"D",3,"2021-06-08","2021-06-21",16,319,11,13,"no_disp",25,"evanescens"
"BIO-XE",26,"D",3,"2021-06-08","2021-06-22",9,336,12,14,"yes_disp",1,"evanescens"
"BIO-XE",27,"D",3,"2021-06-08","2021-06-21",9,312,11,13,"no_disp",1,"evanescens"
"BIO-XE",28,"D",3,"2021-06-08","2021-06-22",9,336,12,14,"yes_disp",17,"evanescens"
"BIO-XE",29,"D",3,"2021-06-08","2021-06-22",9,336,12,14,"no_disp",22,"evanescens"
"BIO-XE",30,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"BIO-XE",31,"D",3,"2021-06-08","2021-06-22",12,339,12,14,"no_disp",20,"evanescens"
"BIO-XE",32,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"BIO-XK",1,"F",3,"2021-06-08","2021-06-22",12,339,12,14,"null_disp",20,"evanescens"
"BIO-XK",2,"F",3,"2021-06-08","2021-06-22",9,336,12,14,"null_disp",23,"evanescens"
"BIO-XK",3,"F",3,"2021-06-08","2021-06-21",9,312,11,13,"null_disp",15,"evanescens"
"BIO-XK",4,"F",3,"2021-06-08","2021-06-22",9,336,12,14,"null_disp",17,"evanescens"
"BIO-XK",5,"F",3,"2021-06-08",NA,NA,NA,NA,NA,"null_disp",0,"evanescens"
"BIO-XK",6,"F",3,"2021-06-08",NA,NA,NA,NA,NA,"null_disp",0,"evanescens"
"BIO-XK",7,"D",3,"2021-06-08","2021-06-23",9,360,13,15,"no_disp",24,"evanescens"
"BIO-XK",8,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"BIO-XK",9,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",0,"evanescens"
"BIO-XK",10,"D",3,"2021-06-08","2021-06-21",9,312,11,13,"no_disp",27,"evanescens"
"BIO-XK",11,"D",3,"2021-06-08","2021-06-22",9,336,12,14,"no_disp",30,"evanescens"
"BIO-XK",12,"D",3,"2021-06-08","2021-06-23",9,360,13,15,"no_disp",24,"evanescens"
"BIO-XK",13,"D",3,"2021-06-08","2021-06-21",9,312,11,13,"no_disp",18,"evanescens"
"BIO-XK",14,"D",3,"2021-06-08","2021-06-22",9,336,12,14,"no_disp",29,"evanescens"
"BIO-XK",15,"D",3,"2021-06-08","2021-06-21",9,312,11,13,"no_disp",18,"evanescens"
"BIO-XK",16,"D",3,"2021-06-08","2021-06-22",9,336,12,14,"no_disp",20,"evanescens"
"BIO-XK",17,"F",3,"2021-06-08","2021-06-22",9,336,12,14,"null_disp",27,"evanescens"
"BIO-XK",18,"F",3,"2021-06-08","2021-06-21",9,312,11,13,"null_disp",27,"evanescens"
"BIO-XK",19,"F",3,"2021-06-08","2021-06-22",9,336,12,14,"null_disp",20,"evanescens"
"BIO-XK",20,"F",3,"2021-06-08","2021-06-22",9,336,12,14,"null_disp",19,"evanescens"
"BIO-XK",21,"F",3,"2021-06-08","2021-06-22",9,336,12,14,"null_disp",23,"evanescens"
"BIO-XK",22,"F",3,"2021-06-08","2021-06-21",12,315,11,13,"null_disp",29,"evanescens"
"BIO-XK",23,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",1,"evanescens"
"BIO-XK",24,"D",3,"2021-06-08","2021-06-23",9,360,13,15,"no_disp",7,"evanescens"
"BIO-XK",25,"D",3,"2021-06-08","2021-06-21",16,319,11,13,"no_disp",24,"evanescens"
"BIO-XK",26,"D",3,"2021-06-08","2021-06-21",16,319,11,13,"no_disp",24,"evanescens"
"BIO-XK",27,"D",3,"2021-06-08","2021-06-23",9,360,13,15,"no_disp",13,"evanescens"
"BIO-XK",28,"D",3,"2021-06-08","2021-06-21",9,312,11,13,"no_disp",20,"evanescens"
"BIO-XK",29,"D",3,"2021-06-08","2021-06-21",9,312,11,13,"yes_disp",11,"evanescens"
"BIO-XK",30,"D",3,"2021-06-08","2021-06-22",9,336,12,14,"no_disp",22,"evanescens"
"BIO-XK",31,"D",3,"2021-06-08","2021-06-21",9,312,11,13,"no_disp",26,"evanescens"
"BIO-XK",32,"D",3,"2021-06-08","2021-06-21",9,312,11,13,"no_disp",21,"evanescens"
"BL110",1,"F",5,"2021-06-24","2021-07-09",9,360,13,15,"null_disp",34,"semblidis"
"BL110",2,"F",5,"2021-06-24","2021-07-06",16,295,10,12,"null_disp",37,"semblidis"
"BL110",3,"F",5,"2021-06-24","2021-07-07",9,312,11,13,"null_disp",31,"semblidis"
"BL110",4,"F",5,"2021-06-24","2021-07-07",9,312,11,13,"null_disp",46,"semblidis"
"BL110",5,"F",5,"2021-06-24","2021-07-07",9,312,11,13,"null_disp",48,"semblidis"
"BL110",6,"F",5,"2021-06-24",NA,NA,NA,NA,NA,"null_disp",0,"semblidis"
"BL110",7,"F",5,"2021-06-24","2021-07-08",9,336,12,14,"null_disp",24,"semblidis"
"BL110",8,"F",5,"2021-06-24","2021-07-09",9,360,13,15,"null_disp",14,"semblidis"
"BL110",9,"F",5,"2021-06-24",NA,NA,NA,NA,NA,"null_disp",0,"semblidis"
"BL110",10,"F",5,"2021-06-24",NA,NA,NA,NA,NA,"null_disp",0,"semblidis"
"BL110",11,"F",5,"2021-06-24","2021-07-07",9,312,11,13,"null_disp",1,"semblidis"
"BL110",12,"F",5,"2021-06-24","2021-07-07",9,312,11,13,"null_disp",56,"semblidis"
"BL110",13,"D",5,"2021-06-24","2021-07-09",12,363,13,15,"yes_disp",38,"semblidis"
"BL110",14,"D",5,"2021-06-24",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"BL110",15,"D",5,"2021-06-24","2021-07-06",12,291,10,12,"yes_disp",2,"semblidis"
"BL110",16,"D",5,"2021-06-24",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"BL110",17,"D",5,"2021-06-24",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"BL110",18,"D",5,"2021-06-24","2021-07-07",9,312,11,13,"no_disp",47,"semblidis"
"BL110",19,"D",5,"2021-06-24","2021-07-08",9,336,12,14,"no_disp",1,"semblidis"
"BL110",20,"D",5,"2021-06-24","2021-07-06",16,295,10,12,"no_disp",47,"semblidis"
"BL110",21,"D",5,"2021-06-24","2021-07-07",9,312,11,13,"no_disp",57,"semblidis"
"BL110",22,"D",5,"2021-06-24","2021-07-07",9,312,11,13,"no_disp",53,"semblidis"
"BL110",23,"D",5,"2021-06-24","2021-07-08",9,336,12,14,"no_disp",41,"semblidis"
"BL110",24,"D",5,"2021-06-24","2021-07-06",16,295,10,12,"yes_disp",4,"semblidis"
"BL110",25,"D",5,"2021-06-24",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"BL110",26,"D",5,"2021-06-24",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"BL110",27,"D",5,"2021-06-24",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"BL110",28,"D",5,"2021-06-24","2021-07-07",16,319,11,13,"yes_disp",1,"semblidis"
"BL110",29,"D",5,"2021-06-24",NA,NA,NA,NA,NA,"yes_disp",1,"semblidis"
"BL110",30,"D",5,"2021-06-24","2021-07-06",12,291,10,12,"yes_disp",53,"semblidis"
"BL110",31,"D",5,"2021-06-24",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"BL110",32,"D",5,"2021-06-24","2021-07-06",16,295,10,12,"no_disp",49,"semblidis"
"CVR065",1,"F",1,"2021-06-01","2021-06-13",12,291,10,12,"null_disp",1,"semblidis"
"CVR065",2,"F",1,"2021-06-01","2021-06-13",12,291,10,12,"null_disp",10,"semblidis"
"CVR065",3,"F",1,"2021-06-01",NA,NA,NA,NA,NA,"null_disp",0,"semblidis"
"CVR065",4,"D",1,"2021-06-01","2021-06-13",9,288,10,12,"no_disp",70,"semblidis"
"CVR065",5,"D",1,"2021-06-01","2021-06-14",9,312,11,13,"no_disp",24,"semblidis"
"CVR065",6,"D",1,"2021-06-01","2021-06-14",9,312,11,13,"no_disp",25,"semblidis"
"CVR065",7,"D",1,"2021-06-01","2021-06-13",9,288,10,12,NA,NA,"semblidis"
"CVR065",1,"F",2,"2021-06-02",NA,NA,NA,NA,NA,"null_disp",0,"semblidis"
"CVR065",2,"F",2,"2021-06-02","2021-06-15",9,312,11,13,"null_disp",24,"semblidis"
"CVR065",3,"F",2,"2021-06-02","2021-06-14",9,288,10,12,"null_disp",25,"semblidis"
"CVR065",4,"D",2,"2021-06-02","2021-06-14",9,288,10,12,"no_disp",58,"semblidis"
"CVR065",5,"D",2,"2021-06-02","2021-06-14",9,288,10,12,"no_disp",30,"semblidis"
"CVR065",6,"D",2,"2021-06-02","2021-06-15",9,312,11,13,"no_disp",32,"semblidis"
"CVR065",7,"D",2,"2021-06-02","2021-06-13",16,271,9,11,"no_disp",1,"semblidis"
"CVR065",8,"D",2,"2021-06-02","2021-06-14",9,288,10,12,"no_disp",26,"semblidis"
"CVR065",9,"F",2,"2021-06-02","2021-06-14",9,288,10,12,"null_disp",33,"semblidis"
"CVR065",10,"F",2,"2021-06-02","2021-06-14",9,288,10,12,"null_disp",19,"semblidis"
"CVR065",11,"F",2,"2021-06-02","2021-06-14",9,288,10,12,"null_disp",41,"semblidis"
"CVR065",12,"F",2,"2021-06-02","2021-06-14",9,288,10,12,"null_disp",26,"semblidis"
"CVR065",13,"F",2,"2021-06-02","2021-06-14",9,288,10,12,"null_disp",29,"semblidis"
"CVR065",14,"F",2,"2021-06-02",NA,NA,NA,NA,NA,"null_disp",0,"semblidis"
"CVR065",15,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"CVR065",16,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"CVR065",17,"D",2,"2021-06-02","2021-06-14",9,288,10,12,"no_disp",36,"semblidis"
"CVR065",18,"D",2,"2021-06-02","2021-06-14",9,288,10,12,"no_disp",42,"semblidis"
"CVR065",19,"D",2,"2021-06-02","2021-06-14",9,288,10,12,"no_disp",24,"semblidis"
"CVR065",20,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"semblidis"
"CVR065",21,"D",2,"2021-06-02","2021-06-14",9,288,10,12,"yes_disp",19,"semblidis"
"CVR065",22,"D",2,"2021-06-02","2021-06-14",9,288,10,12,"no_disp",23,"semblidis"
"CVR065",23,"D",2,"2021-06-02","2021-06-14",12,291,10,12,"yes_disp",21,"semblidis"
"CVR065",24,"D",2,"2021-06-02","2021-06-14",9,288,10,12,"no_disp",33,"semblidis"
"CVR065",25,"D",2,"2021-06-02","2021-06-14",9,288,10,12,"no_disp",18,"semblidis"
"F3-2",1,"F",1,"2021-06-01","2021-06-13",9,288,10,12,"null_disp",50,"brassicae"
"F3-2",2,"F",1,"2021-06-01","2021-06-12",9,264,9,11,"null_disp",39,"brassicae"
"F3-2",3,"F",1,"2021-06-01","2021-06-13",9,288,10,12,"null_disp",31,"brassicae"
"F3-2",4,"F",1,"2021-06-01","2021-06-12",9,264,9,11,"null_disp",36,"brassicae"
"F3-2",7,"D",1,"2021-06-01","2021-06-12",9,264,9,11,"no_disp",49,"brassicae"
"F3-2",8,"D",1,"2021-06-01","2021-06-12",9,264,9,11,"no_disp",27,"brassicae"
"F3-2",9,"D",1,"2021-06-01","2021-06-13",9,288,10,12,"no_disp",10,"brassicae"
"F3-2",10,"D",1,"2021-06-01","2021-06-14",9,312,11,13,"no_disp",7,"brassicae"
"F3-2",11,"D",1,"2021-06-01","2021-06-13",9,288,10,12,"no_disp",13,"brassicae"
"F3-2",12,"D",1,"2021-06-01",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"F3-2",1,"F",2,"2021-06-02",NA,NA,NA,NA,NA,"null_disp",0,"brassicae"
"F3-2",2,"F",2,"2021-06-02","2021-06-15",9,312,11,13,"null_disp",38,"brassicae"
"F3-2",3,"F",2,"2021-06-02",NA,NA,NA,NA,NA,"null_disp",0,"brassicae"
"F3-2",4,"D",2,"2021-06-02","2021-06-14",9,288,10,12,"no_disp",6,"brassicae"
"F3-2",5,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"F3-2",6,"D",2,"2021-06-02","2021-06-14",12,291,10,12,"no_disp",33,"brassicae"
"F3-2",7,"D",2,"2021-06-02","2021-06-15",16,319,11,13,"no_disp",31,"brassicae"
"F3-2",8,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"F3-2",9,"F",2,"2021-06-02","2021-06-15",9,312,11,13,"null_disp",42,"brassicae"
"F3-2",10,"F",2,"2021-06-02",NA,NA,NA,NA,NA,"null_disp",0,"brassicae"
"F3-2",11,"F",2,"2021-06-02",NA,NA,NA,NA,NA,"null_disp",0,"brassicae"
"F3-2",12,"F",2,"2021-06-02","2021-06-14",12,291,10,12,"null_disp",30,"brassicae"
"F3-2",13,"F",2,"2021-06-02","2021-06-14",16,295,10,12,"null_disp",20,"brassicae"
"F3-2",14,"D",2,"2021-06-02","2021-06-15",9,312,11,13,"no_disp",35,"brassicae"
"F3-2",15,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"F3-2",16,"D",2,"2021-06-02","2021-06-14",9,288,10,12,"no_disp",23,"brassicae"
"F3-2",17,"D",2,"2021-06-02",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"F3-2",18,"D",2,"2021-06-02","2021-06-14",9,288,10,12,"no_disp",35,"brassicae"
"F3-2",19,"D",2,"2021-06-02","2021-06-13",16,271,9,11,"no_disp",37,"brassicae"
"F3-2",20,"D",2,"2021-06-02","2021-06-14",9,288,10,12,"no_disp",17,"brassicae"
"F3-2",21,"D",2,"2021-06-02","2021-06-14",12,291,10,12,"no_disp",1,"brassicae"
"F3-2",22,"D",2,"2021-06-02","2021-06-15",9,312,11,13,"no_disp",29,"brassicae"
"F3-9",1,"F",3,"2021-06-08","2021-06-22",12,339,12,14,"null_disp",1,"brassicae"
"F3-9",2,"F",3,"2021-06-08","2021-06-21",9,312,11,13,"null_disp",52,"brassicae"
"F3-9",3,"F",3,"2021-06-08",NA,NA,NA,NA,NA,"null_disp",0,"brassicae"
"F3-9",4,"F",3,"2021-06-08","2021-06-21",9,312,11,13,"null_disp",54,"brassicae"
"F3-9",5,"F",3,"2021-06-08",NA,NA,NA,NA,NA,"null_disp",0,"brassicae"
"F3-9",6,"F",3,"2021-06-08","2021-06-23",9,360,13,15,"null_disp",3,"brassicae"
"F3-9",7,"D",3,"2021-06-08","2021-06-22",9,336,12,14,"no_disp",50,"brassicae"
"F3-9",8,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"F3-9",9,"D",3,"2021-06-08","2021-06-21",12,315,11,13,"no_disp",9,"brassicae"
"F3-9",10,"D",3,"2021-06-08","2021-06-20",12,291,10,12,"yes_disp",1,"brassicae"
"F3-9",11,"D",3,"2021-06-08","2021-06-21",9,312,11,13,"no_disp",10,"brassicae"
"F3-9",12,"D",3,"2021-06-08","2021-06-21",9,312,11,13,"no_disp",38,"brassicae"
"F3-9",13,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"F3-9",14,"D",3,"2021-06-08","2021-06-21",16,319,11,13,"no_disp",28,"brassicae"
"F3-9",15,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"F3-9",16,"D",3,"2021-06-08","2021-06-21",9,312,11,13,"no_disp",47,"brassicae"
"F3-9",17,"F",3,"2021-06-08",NA,NA,NA,NA,NA,"null_disp",0,"brassicae"
"F3-9",18,"F",3,"2021-06-08",NA,NA,NA,NA,NA,"null_disp",0,"brassicae"
"F3-9",19,"F",3,"2021-06-08",NA,NA,NA,NA,NA,"null_disp",0,"brassicae"
"F3-9",20,"F",3,"2021-06-08",NA,NA,NA,NA,NA,"null_disp",0,"brassicae"
"F3-9",21,"F",3,"2021-06-08",NA,NA,NA,NA,NA,"null_disp",0,"brassicae"
"F3-9",22,"F",3,"2021-06-08","2021-06-21",9,312,11,13,"null_disp",5,"brassicae"
"F3-9",23,"D",3,"2021-06-08","2021-06-21",9,312,11,13,"no_disp",17,"brassicae"
"F3-9",24,"D",3,"2021-06-08","2021-06-21",12,315,11,13,"yes_disp",1,"brassicae"
"F3-9",25,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"F3-9",26,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"F3-9",27,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"yes_disp",1,"brassicae"
"F3-9",28,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"F3-9",29,"D",3,"2021-06-08","2021-06-21",9,312,11,13,"no_disp",57,"brassicae"
"F3-9",30,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"F3-9",31,"D",3,"2021-06-08",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"F3-9",32,"D",3,"2021-06-08","2021-06-21",9,312,11,13,"yes_disp",40,"brassicae"
"F5-11",1,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"brassicae"
"F5-11",2,"F",4,"2021-06-16","2021-06-30",9,336,12,14,"null_disp",17,"brassicae"
"F5-11",3,"F",4,"2021-06-16","2021-06-29",9,312,11,13,"null_disp",33,"brassicae"
"F5-11",4,"F",4,"2021-06-16","2021-06-29",9,312,11,13,"null_disp",29,"brassicae"
"F5-11",5,"F",4,"2021-06-16","2021-07-01",9,360,13,15,"null_disp",26,"brassicae"
"F5-11",6,"F",4,"2021-06-16",NA,NA,NA,NA,NA,"null_disp",0,"brassicae"
"F5-11",13,"D",4,"2021-06-16",NA,NA,NA,NA,NA,"no_disp",0,"brassicae"
"F5-11",14,"D",4,"2021-06-16","2021-06-30",9,336,12,14,"no_disp",37,"brassicae"
"F5-11",15,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",29,"brassicae"
"F5-11",16,"D",4,"2021-06-16","2021-06-30",9,336,12,14,"no_disp",21,"brassicae"
"F5-11",17,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",33,"brassicae"
"F5-11",18,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",32,"brassicae"
"F5-11",19,"D",4,"2021-06-16","2021-06-29",16,312,11,13,"no_disp",24,"brassicae"
"F5-11",20,"D",4,"2021-06-16","2021-06-29",12,315,11,13,"no_disp",33,"brassicae"
"F5-11",21,"D",4,"2021-06-16","2021-06-29",12,315,11,13,"no_disp",37,"brassicae"
"F5-11",22,"D",4,"2021-06-16","2021-06-29",9,312,11,13,"no_disp",38,"brassicae"
